"categoryQuestion_or","answer"
"ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ଏବଂ ଟ୍ରେଡିଂ ଆକାଉଣ୍ଟ୍ ମଧ୍ୟରେ ପାର୍ଥକ୍ୟ କଣ?","[""<p>ମୁଖ୍ୟ ଭୂମିକା - ଏକ ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ନିରାପତ୍ତାକୁ ସୁନିଶ୍ଚିତ କରେ, ଯେତେବେଳେ କି ଏକ ସେୟାର ଆକାଉଣ୍ଟ୍ ଅଂଶଧନ କ୍ରୟ / ବିକ୍ରୟ ପାଇଁ ବ୍ୟବହୃତ ହୁଏ | <br> <br> ପ୍ରକୃତି - ଏକ ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ଠିକ୍ ସେଭିଂ ଆକାଉଣ୍ଟ୍ ପରି କାମ କରେ, କିନ୍ତୁ ଯେପରି ଏକ ସେଭିଂ ଆକାଉଣ୍ଟରେ ଟଙ୍କା ଥାଏ, ଏକ ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ନିବେଶକମାନଙ୍କୁ ଆର୍ଥିକ ଉପକରଣଗୁଡ଼ିକୁ ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫର୍ମରେ ସଂରକ୍ଷଣ କରିବାକୁ ଅନୁମତି ଦେଇଥାଏ, ସେହି ଅନୁଯାୟୀ ଡେବିଟ୍ କିମ୍ବା କ୍ରେଡିଟ୍ | ଅନ୍ୟପକ୍ଷରେ, ଏକ ଟ୍ରେଡିଂ ଆକାଉଣ୍ଟ ବର୍ତ୍ତମାନର ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ ପରି ଅଧିକ କାର୍ଯ୍ୟ କରେ ଯାହା ବାଣିଜ୍ୟ କାରବାରକୁ ପାଣ୍ଠି ଦିଏ | ପରିଶେଷରେ, ଷ୍ଟକ୍ ମାର୍କେଟରେ ବାଣିଜ୍ୟ କରିବା ପାଇଁ ଆପଣଙ୍କୁ ଏକ ଡେମାଟ୍ ଏବଂ ଟ୍ରେଡିଂ ଆକାଉଣ୍ଟ୍ ଦରକାର | <br> ଫଙ୍କସନ୍ ପାର୍ଥକ୍ୟ - ଏକ ଇଲେକ୍ଟ୍ରୋନିକ୍ ଫର୍ମାଟରେ ସିକ୍ୟୁରିଟି ରଖିବା ପାଇଁ ଏକ ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ବ୍ୟବହୃତ ହୁଏ, ଯେତେବେଳେ କି ଏକ ଟ୍ରେଡିଂ ଆକାଉଣ୍ଟ୍ ଷ୍ଟକ୍ ମାର୍କେଟରେ ସେୟାର କ୍ରୟ / ବିକ୍ରୟକୁ ସହଜ କରିଥାଏ | <br> <br> ସମୟର ମାପ - ଏକ ଡେମାଟ୍ ଆକାଉଣ୍ଟ୍ ଆପଣଙ୍କର ଅଂଶଧନ ଧାରଣ କରେ; ଏହା ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ସମୟରେ ଏକ ଷ୍ଟକ୍ ଭାବରେ ମାପ କରାଯାଏ, ଅର୍ଥାତ୍ ପ୍ରତ୍ୟେକ ଆର୍ଥିକ ବର୍ଷ ଶେଷ ସୁଦ୍ଧା | ତଥାପି, ଏକ ଟ୍ରେଡିଂ ଆକାଉଣ୍ଟ ହେଉଛି ଏକ ଫ୍ଲୋ ଷ୍ଟେଟମେଣ୍ଟ ଯାହା ଆପଣଙ୍କର ବାଣିଜ୍ୟ କାରବାରକୁ ସମୟ ସହିତ ମାପ କରାଯାଇଥାଏ |</p>""]"
"IPO ରାଶି କିପରି ଅବରୋଧ କରିବେ?","[""<p>ଆବଣ୍ଟନ ପରେ, ଯଦି କୌଣସି ଅଂଶଧନ ଆବଣ୍ଟିତ ହୁଏ ନାହିଁ, ତେବେ ସମଗ୍ର ରାଶି ଅନାବଶ୍ୟକ | ଯଦି ଅଂଶ ବଣ୍ଟନ ଅଛି, ଆବଶ୍ୟକ ପରିମାଣ ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟରୁ ଡେବିଟ୍ ହୋଇଛି ଏବଂ ଅବଶିଷ୍ଟ ରାଶି ଅବରୋଧ କରାଯାଇଛି | ଯଦି ଆବେଦନକାରୀଙ୍କୁ ଆବେଦନ କରାଯାଇଥିବା ସମସ୍ତ ସେୟାର ବଣ୍ଟନ କରାଯାଏ ତେବେ ସମଗ୍ର ରାଶି ଡେବିଟ୍ ହେବ | ସବିଶେଷ ତଥ୍ୟ ପାଇଁ ଆପଣ ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ଗ୍ରାହକ ଯତ୍ନ କେନ୍ଦ୍ର ସହିତ ଯୋଗାଯୋଗ କରିପାରିବେ |</p>""]"
"ଆଧାର ଭିତ୍ତିକ କାରବାର ପାଇଁ ବିସି ମୋତେ ଚାର୍ଜ କରିପାରିବ କି?","[""<p>ନା। ବିସି କିମ୍ବା ବ୍ୟାଙ୍କ ମିତ୍ର ଗ୍ରାହକଙ୍କୁ ଚାର୍ଜ କରିବାକୁ ଅନୁମତିପ୍ରାପ୍ତ ନୁହେଁ। ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ତଥାପି ସେମାନଙ୍କ ପଲିସି ଅନୁଯାୟୀ କାରବାର ଚାର୍ଜ କାଟିପାରେ | ଅଧିକ ଜାଣିବା ପାଇଁ ଆପଣ ହୁଏତ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ପାଖରେ ପହଞ୍ଚିପାରନ୍ତି | |</p>""]"
"UPI QR ପାଇଁ ସାମର୍ଥ୍ୟ ପାଇଁ ମୌଳିକ ଆବଶ୍ୟକତା କ’ଣ?","[""<p><ul> <li> & nbsp; QR କୋଡ୍ ସ୍କାନ୍ କରିବାକୁ, ଯେକୌଣସି BHIM UPI ଆପ୍ କରିବ | ଆପ୍ ଷ୍ଟୋରରୁ କିମ୍ବା ବ୍ୟାଙ୍କରୁ ଡାଉନଲୋଡ୍ ହୋଇପାରିବ (ଏହାର ନାମ ଏବଂ ଷ୍ଟୋର୍ ପରି ଆପ୍ ବିବରଣୀ ପାଇଁ ବ୍ୟାଙ୍କକୁ ପଚାରନ୍ତୁ) & nbsp; </li> <li> ବ୍ୟବସାୟୀମାନେ BHIM UPI QR କୋଡ୍ ପାଇବାକୁ ହେଲେ ସେମାନଙ୍କୁ ଆବଶ୍ୟକ ହେବ | ଆପ୍ ବିବରଣୀ ପାଇବାକୁ ସେମାନଙ୍କ ବ୍ୟାଙ୍କ ସହିତ ଯୋଗାଯୋଗ କରିବାକୁ | </li> </ul></p>""]"
"BHIM UPI QR ବ୍ୟବହାର ପାଇଁ କୌଣସି ଦେୟ ଅଛି କି?","[""<p>ଭୀମ ୟୁପିଆଇ କ୍ୟୁଆର ଜରିଆରେ ନେଣଦେଣ କରିବା ପାଇଁ କୌଣସି ଅତିରିକ୍ତ ଶୁଳ୍କ ଦେବାକୁ ପଡ଼ିବ ନାହିଁ।</p>""]"
"ସମାନ ମୋବାଇଲ୍ ନମ୍ବର ସହିତ ମୋର ଏକାଧିକ ଆକାଉଣ୍ଟ୍ ଲିଙ୍କ୍ ଅଛି | ଟଙ୍କା ପଠାଇବା / ଗ୍ରହଣ କରିବା ପାଇଁ ମୁଁ କେଉଁ ଖାତା ବ୍ୟବହାର କରିପାରିବି?","[""<p>ଆପଣ ଚୟନ କରିଥିବା ଖାତା ବ୍ୟାଙ୍କର ଆଇକନ୍ ସହିତ ଉପର ବାମ ପାର୍ଶ୍ୱରେ ପ୍ରଦର୍ଶିତ ହେବ | ତାହା ତୁମର ଡିଫଲ୍ଟ ବ୍ୟାଙ୍କ ହେବ ଯେଉଁଠାରେ ତୁମେ ଟଙ୍କା ପାଇବ | ଟଙ୍କା ପଠାଇବାବେଳେ ତୁମର ଡେବିଟ୍ ଆକାଉଣ୍ଟ ବାଛିବା ପାଇଁ ଏକ ବିକଳ୍ପ ରହିବ |</p>""]"
"AEPS ନଗଦ ପ୍ରତ୍ୟାହାର ଏବଂ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର କାରବାର ଉପରେ କୌଣସି ସୀମା ଅଛି କି? ଯଦି ତେବେ ସୀମା କ’ଣ?","[""<p>[strong] NPCI[/strong] ଏକକ [strong] ଆଧାର [/strong] ଉପରେ ସର୍ବାଧିକ 10,000 ଟଙ୍କା ନେଣଦେଣ ସୀମା ଧାର୍ୟ୍ୟ କରିଛି ଆର୍ଥିକ କାରବାର ଆଧାରରେ ଆପଣଙ୍କ ବ୍ୟାଙ୍କ ଗ୍ରାହକଙ୍କ ପ୍ରୋଫାଇଲ ଏବଂ ରିସ୍କ ମ୍ୟାନେଜମେଣ୍ଟ ପଲିସି ଆଧାରରେ ଏହି ସୀମାକୁ ବଜାୟ ରଖିଥାଏ। ଅଧିକ ଜାଣିବା ପାଇଁ ଆପଣ ଆପଣଙ୍କ ବ୍ୟାଙ୍କରେ ପହଞ୍ଚିପାରନ୍ତି।</p>""]"
"ମୋ ଆକାଉଣ୍ଟ ଡେବିଟ୍ ହୋଇଗଲା, କିନ୍ତୁ ଆଧାର ବ୍ୟବହାର କରି ପେମେଣ୍ଟ୍ କରିବା ସମୟରେ ସେବାଗୁଡିକ ପ୍ରଦାନ କରାଯାଇନଥିଲା କି?","[""<p>ନିକଟସ୍ଥ ଶାଖା ପରିଦର୍ଶନ କରି କିମ୍ବା ପଞ୍ଜୀକୃତ ହେଲ୍ପଲାଇନ ମାଧ୍ୟମରେ ତୁରନ୍ତ ତୁମ ବ୍ୟାଙ୍କକୁ ପହଞ୍ଚିବାକୁ ପଡିବ | ମୋତେ ତୁମର ବ୍ୟାଙ୍କ / ଅନୁଷ୍ଠାନର ନାମ </ p> ଜଣାଇବାକୁ ଦିଅ |</p>""]"
"ନଗଦ / ନଗଦ ଫେରସ୍ତ ପାଇଁ ଇ- RUPI ମୁକ୍ତ ହୋଇପାରିବ କି?","[""<p>ଇ-RUPI ମୁକ୍ତି ଉପରେ ନଗଦ ଟଙ୍କା ଫେରସ୍ତ କିମ୍ବା ଗ୍ରହଣ କରିବାକୁ ଅନୁମତି ଦିଆଯିବ ନାହିଁ | ନିର୍ଦ୍ଦିଷ୍ଟ ବଣିକମାନଙ୍କଠାରୁ ସାମଗ୍ରୀ ଏବଂ ସେବା କ୍ରୟ ପାଇଁ ଏହାକୁ ମୁକ୍ତ କରିବାକୁ ଅନୁମତି ଦିଆଯିବ |</p>""]"
"UPI ଅଟୋପେ କ’ଣ?","[""<p>ବାରମ୍ବାର ଦେୟ ପାଇଁ NPCI UPI ଅଟୋ ପେ ର କାର୍ଯ୍ୟକାରିତା ଆରମ୍ଭ କରିଛି | UPI 2.0 ଅଧୀନରେ ପ୍ରଚଳିତ ଏହି ନୂତନ ସୁବିଧା ସହିତ, ଗ୍ରାହକମାନେ ମୋବାଇଲ୍ ପେମେଣ୍ଟ, ବିଦ୍ୟୁତ୍ ବିଲ୍, EMI ଦେୟ, ମନୋରଞ୍ଜନ / OTT ସବସ୍କ୍ରିପସନ୍, ବୀମା, ମ୍ୟୁଚୁଆଲ୍ ଫଣ୍ଡ ଭଳି ବାରମ୍ବାର ଦେୟ ପାଇଁ ଯେକୌଣସି UPI ପ୍ରୟୋଗ ବ୍ୟବହାର କରି ବାରମ୍ବାର ଇ-ନିର୍ଦ୍ଦେଶକୁ ସକ୍ଷମ କରିପାରିବେ |</p>""]"
"ଏଟିଏମରେ କାରବାର ପାଇଁ ଗ୍ରାହକଙ୍କୁ ଚାର୍ଜ କରାଯାଏ କି?","[""<p>ରିଜର୍ଭ ବ୍ୟାଙ୍କର ଗାଇଡ୍ଲାଇନ୍ ଅନୁୟାୟୀ, କୌଣସି ବି ଏଟିଏମ୍ରେ ମାଗଣା ଟ୍ରାଞ୍ଜାକ୍ସନ ପାଇଁ ଗ୍ରାହକଙ୍କଠାରୁ ଚାର୍ଜ ଆଦାୟ କରାୟାଇପାରିବ। ବର୍ତ୍ତମାନ ଏହି ଶୁଳ୍କ ଏକ ଲକ୍ଷ ଟଙ୍କାରୁ ଅଧିକ ହେବ ନାହିଁ। 21/- ପ୍ରତି ନେଣଦେଣ (ଅଧିକ ପ୍ରୟୁଜ୍ୟ ଟିକସ, ଯଦି ଥାଏ) ତାଙ୍କ ବ୍ୟାଙ୍କ ଦ୍ୱାରା.</p>""]"
"ଆଧାର ଏବଂ ପାନ୍କୁ କିପରି ଲିଙ୍କ୍ କରିବେ?","[""<p>ଉଭୟ ପଞ୍ଜୀକୃତ ଏବଂ ପଞ୍ଜୀକୃତ ହୋଇନଥିବା ଉପଭୋକ୍ତାମାନେ ସେମାନଙ୍କର ଆଧାର ଏବଂ ପାନ୍କୁ ଇ-ଫାଇଲ୍ ପୋର୍ଟାଲରେ ଲିଙ୍କ୍ କରିପାରିବେ (<a href='<a href='www.incometax.gov.in' target='_blank'>incometax.gov.in</a>),'> ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ </a> ଉଭୟ ପ୍ରି-ଲଗ୍ ଇନ୍ ଏବଂ ପୋଷ୍ଟ ଲଗଇନ୍ ମୋଡ୍ ରେ | ଆଧାର ଏବଂ ପାନ୍କୁ ଲିଙ୍କ୍ କରିବା ପାଇଁ ଆପଣ ଇ-ଫାଇଲ୍ ମୂଳପୃଷ୍ଠାରେ ଶୀଘ୍ର ଲିଙ୍କ୍ ଲିଙ୍କ୍ ଆଧାର ବ୍ୟବହାର କରିପାରିବେ | <a href='https//eportal.incometax.gov.in/iec/foservices/#/pre-login/bl-link-aadhaar'> ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ </a></p>""]"
"ଯଦି ମୁଁ ଆଧାର ଏବଂ ପାନ୍କୁ ଲିଙ୍କ୍ ନକରେ ତେବେ କ’ଣ ହେବ?","[""<p>ପାନ୍ କାର୍ଯ୍ୟକ୍ଷମ ହେବ | ଅଧିକ ବିବରଣୀ ପାଇଁ, ଦୟାକରି ବୋର୍ଡର ସର୍ବଶେଷ ସର୍କୁଲାର୍ ନମ୍ବର 03 କୁ 2023 ର 28/3/2023 କୁ ଅନୁସରଣ କରନ୍ତୁ |</p>""]"
"ପ୍ରାଥମିକ ଇସ୍ୟୁ ଅଧୀନରେ କ’ଣ ଅନୁମତି ଦିଆଯାଇଛି?","[""<p>ଆରଡିଜି ଆକାଉଣ୍ଟଧାରୀମାନଙ୍କୁ କେନ୍ଦ୍ର ସରକାର (ସିଜି) / ରାଜ୍ୟ ସରକାର (SG) / ଟ୍ରେଜେରୀ ବିଲ୍ (ଟି-ବିଲ୍) / ସାର୍ବଭ ign ମ ଗୋଲ୍ଡ ବଣ୍ଡ (SGB) ର ପ୍ରାଥମିକ ପ୍ରଦାନରେ ଭାଗ ନେବାକୁ ଅନୁମତି ଦିଆଯାଇଛି। ଏହିପରି ଖୁଚୁରା ପ୍ରତ୍ୟକ୍ଷ (ଆରଡି) ନିବେଶକଙ୍କ ଠାରୁ ପ୍ରାଥମିକ ନିଲାମ ପାଇଁ ବିଡ୍ ଗ୍ରହଣ ପାଇଁ CCIL ଏଗ୍ରିଗେଟର୍ ଭାବରେ କାର୍ଯ୍ୟ କରିବ;</p>""]"
"ଯଦି ନାବାଳିକାର AADHAR ମେଜରଙ୍କ ପାନ୍ ସହିତ ସଂଯୁକ୍ତ ତେବେ କଣ କରିବା ଉଚିତ୍?","[""<p>ଯଦି ନାବାଳିକାର ଆଧାର ମେଜରଙ୍କ PAN ସହିତ ସଂଯୁକ୍ତ ଏବଂ ଉପଭୋକ୍ତା ସଠିକ୍ PAN ଏବଂ AADHAR ସହିତ ଅନୁରୋଧ ଦାଖଲ କରିବାକୁ ସକ୍ଷମ ନୁହଁନ୍ତି, ଉପଭୋକ୍ତା ନିଶ୍ଚିତ ଭାବରେ ଆପଣଙ୍କର JAO (ଜରିସିଡିଶନ୍ ଆସେସମେଣ୍ଟ୍ ଅଫିସର୍) କୁ ଏକ ଡିଲିଙ୍କ୍ ଅନୁରୋଧ ଦାଖଲ କରିବେ ଏବଂ PAN ରୁ ନାବାଳିକାର AADHAR ପାଇବାକୁ ପଡିବ | ସଫଳ ଡିଲିଙ୍କିଂରେ, ଉପଭୋକ୍ତା ନିଶ୍ଚିତ ଭାବରେ ପ୍ରଯୁଜ୍ୟ ପରିମାଣର ସଠିକ୍ ପାନ୍ ଏବଂ ଆଧାର ପୋଷ୍ଟ ଫି ପେମେଣ୍ଟ ସହିତ ଲିଙ୍କ୍ ଅନୁରୋଧ ଦାଖଲ କରିବାକୁ ସମର୍ଥ ହେବା ଆବଶ୍ୟକ | <br> ଆପଣଙ୍କର AO ର ସମ୍ପର୍କ ବିବରଣୀ ଜାଣିବା ପାଇଁ, <a href = 'https // eportal.incometax.gov ପରିଦର୍ଶନ କରନ୍ତୁ | in / iec / foservices / # / pre-login / knowYourAO '> ଏଠାରେ କ୍ଲିକ୍ କରନ୍ତୁ </a> (ପ୍ରି ଲଗଇନ୍)</p>""]"
"ତୁମେ ମୋର ସମସ୍ତ ବ୍ୟାଙ୍କ A / C ସୂଚନା କିପରି ପାଇଛ?","[""<p>ୟୁପିଆଇ ପେମେଣ୍ଟ ପ୍ଲାଟଫର୍ମକୁ ଭାରତୀୟ ରିଜର୍ଭ ବ୍ୟାଙ୍କର ନିୟନ୍ତ୍ରଣାଧୀନ ସଂସ୍ଥା ଏନପିସିଆଇ ଦ୍ୱାରା ନିର୍ମାଣ କରାୟାଇଛି। ୟୁପିଆଇ ପ୍ଲାଟଫର୍ମ ଆପଣଙ୍କ ମୋବାଇଲ ନମ୍ବର ସହିତ ଲିଙ୍କ ହୋଇଥିବା ଆକାଉଣ୍ଟ ଡିଟେଲ୍ସକୁ ମାସ୍କଡ ଉପାୟରେ ରିଟ୍ରିଟ କରିଥାଏ ଅର୍ଥାତ୍ ୟୁପିଆଇ ଆପ୍ ସମସ୍ତ ଡିଟେଲ୍ସ ଦେଖିପାରିବ ନାହିଁ। ଏହି ଏକ୍ସଚେଞ୍ଜ ସିକ୍ୟୁରିଟି ବ୍ୟାଙ୍କିଙ୍ଗ ନେଟବାର୍କରେ କରାୟାଇଥାଏ ଏବଂ ଡାଟାକୁ ଷ୍ଟୋର କିମ୍ବା କେବେ ବ୍ୟବହାର କରାୟାଇନଥାଏ।</p>""]"
"IFSC କ’ଣ?","[""<p>IFSC କିମ୍ବା ଭାରତୀୟ ଆର୍ଥିକ ସିଷ୍ଟମ୍ କୋଡ୍ ହେଉଛି ଏକ ଆଲଫା-ସାଂଖ୍ୟିକ 11 କୋଡ୍ ଯାହା ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ବ୍ୟବସ୍ଥାରେ ଅଂଶଗ୍ରହଣ କରୁଥିବା ଏକ ବ୍ୟାଙ୍କ-ଶାଖାକୁ ସ୍ୱତନ୍ତ୍ର ଭାବରେ ଚିହ୍ନଟ କରେ | ଉତ୍ପତ୍ତି / ଗନ୍ତବ୍ୟସ୍ଥଳ ବ୍ୟାଙ୍କ / ଶାଖାଗୁଡ଼ିକୁ ଚିହ୍ନଟ କରିବା ଏବଂ ସଂପୃକ୍ତ ବ୍ୟାଙ୍କ / ଶାଖାଗୁଡ଼ିକୁ ସଠିକ୍ ଭାବରେ ବାର୍ତ୍ତା ଦେବା ପାଇଁ ଏହା ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ପାଇଁ ବ୍ୟବହୃତ ହୁଏ |</p>""]"
"ଭରତ ବିଲପେ ବ୍ୟବହାର କରି ଗ୍ରାହକଙ୍କ ପାଇଁ କ’ଣ ଲାଭ?","[""<p>ବିବିପିଏସ୍ ଗ୍ରାହକଙ୍କୁ ତାଙ୍କର ସମସ୍ତ ବିଲ୍କୁ ଗୋଟିଏ ସ୍ଥାନରେ ନିୟନ୍ତ୍ରଣ କରିବାକୁ ଏବଂ ଯେ କୌଣସି ସ୍ଥାନରେ ଏବଂ ଯେ କୌଣସି ସମୟରେ ଦେୟ ଦେବାକୁ ଅନୁମତି ଦିଏ | ଯେକୌଣସି ଗ୍ରାହକଙ୍କ ସମ୍ମୁଖରେ ଥିବା ଚ୍ୟାନେଲରେ ନେଣଦେଣ କରାୟାଇପାରିବ, ତାହା ଇଣ୍ଟରନେଟ, ମୋବାଇଲ, କିଓସ୍କ ଭଳି ଡିଜିଟାଲ ହେଉ କିମ୍ବା ସାରା ଦେଶରେ ଥିବା ଶାଖା ଏବଂ ଏଜେଣ୍ଟ ଭଳି ଭୌଗଳିକ ବିକ୍ରୟ କେନ୍ଦ୍ର ହେଉ।</p>""]"
"123pay କଣ?","[""<p>123 ପେ ହେଉଛି ବୈଶିଷ୍ଟ୍ୟ ଫୋନ୍ ଏବଂ ଭଏସ୍ ଆଧାରିତ ଦେୟ ପାଇଁ UPI ରେ UPI ଦେୟ |</p>""]"
"ଗ୍ରାହକ ଗୋଟିଏ କାରବାରରେ ଜମା କରିପାରିବେ ବୋଲି ମୁଦ୍ରା ନୋଟଗୁଡିକର ସର୍ବାଧିକ ଗଣନା କ’ଣ?","[""<p>ଗୋଟିଏ କାରବାରରେ ଗ୍ରହଣ କରାଯାଇଥିବା ନୋଟ୍ ସଂଖ୍ୟା 100-200 ପରିସର ମଧ୍ୟରେ ଅଛି |</p>""]"
"ଆମେ UPI LITE ର T&C କୁ କେଉଁଠାରେ ପଢ଼ିବା?","[""<p>UPI LITE T&C https // <a href='www.bhimupi.org.in' target='_blank'>bhimupi.org.in</a> / content / upi-lite ପଢ଼ିବାକୁ ଦୟାକରି ନିମ୍ନ ଲିଙ୍କରେ କ୍ଲିକ୍ କରନ୍ତୁ |</p>""]"
"ବାଣିଜ୍ୟ ସଂଗ୍ରହାଳୟ କ’ଣ?","[""<p>ବାଣିଜ୍ୟ ସଂଗ୍ରହାଳୟ ହେଉଛି ଏକ ସଂସ୍ଥା ଯାହା OTC (ଓଭର କାଉଣ୍ଟର) କାରବାରର ଏକ କେନ୍ଦ୍ରୀୟ ବୈଦୁତିକ ରେକର୍ଡ ବଜାୟ ରଖେ | ଏକ ବାଣିଜ୍ୟ ସଂଗ୍ରହାଳୟର ସାଧାରଣ କାର୍ଯ୍ୟଗୁଡ଼ିକ ହେଉଛି ବାଣିଜ୍ୟ ହୋଇଥିବା ତଥ୍ୟର ସଂରକ୍ଷଣ, ଜୀବନଚକ୍ର ଇଭେଣ୍ଟ ପ୍ରକ୍ରିୟାକରଣ ଯେପରିକି ନଗଦ ପ୍ରବାହ, ବାଧ୍ୟତାମୂଳକ ଇତ୍ୟାଦି ଏବଂ ତଥ୍ୟ ବିସ୍ତାର |</p>""]"
"ଟିପିନ୍ କ’ଣ?","[""<p>TPIN ହେଉଛି କାରବାର ବ୍ୟକ୍ତିଗତ ପରିଚୟ ନମ୍ବର | TPIN ସହିତ, ଆପଣ ଜଣେ ନିବେଶକ କିମ୍ବା ବ୍ୟବସାୟୀ ଭାବରେ OTP ସହିତ କାରବାରକୁ ପ୍ରାମାଣିକରଣ କରିବାକୁ ପଡିଲା |</p>""]"
"CCIL ମାଧ୍ୟମରେ ସମାଧାନର ଲାଭ କ’ଣ?","[""<p>CCP ଭାବରେ CCIL ର ଉପସ୍ଥିତି ବଜାର ଦକ୍ଷତା, ସ୍ୱଚ୍ଛତା, ତରଳତା କ୍ଷେତ୍ରରେ ଉଲ୍ଲେଖନୀୟ ଉନ୍ନତି ଆଣିଛି ଏବଂ ବଜାର ଅଂଶଗ୍ରହଣକାରୀଙ୍କ ପାଇଁ ସମାଧାନ ଖର୍ଚ୍ଚ ହ୍ରାସ କରିବାରେ ସାହାଯ୍ୟ କରିଛି |</p>""]"
"ବିଭିନ୍ନ ପ୍ରକାରର କାର୍ଡଗୁଡ଼ିକ କ’ଣ?","[""<p>କାର୍ଡଧାରୀଙ୍କ ଦ୍ୱାରା ପ୍ରଦାନ, ବ୍ୟବହାର ଏବଂ ଦେୟ ଆଧାରରେ କାର୍ଡଗୁଡିକ ଶ୍ରେଣୀଭୁକ୍ତ କରାଯାଇପାରେ | ଚାରୋଟି ପ୍ରକାରର କାର୍ଡ ଅଛି (କ) ଡେବିଟ୍, (ଖ) କ୍ରେଡିଟ୍, (ଗ) ପ୍ରିପେଡ୍ ଏବଂ (ଘ) ଇଲେକ୍ଟ୍ରୋନିକ୍ |</p>""]"
"ଡେବିଟ୍ କାର୍ଡର ବ୍ୟବହାର କ’ଣ?","[""<p>ଡେବିଟ୍ କାର୍ଡଗୁଡିକ ଏକ ଏଟିଏମରୁ ନଗଦ ଟଙ୍କା ଉଠାଇବା, ବିକ୍ରୟ ପଏଣ୍ଟ (ପୋଏସ୍) ଟର୍ମିନାଲ୍ କିମ୍ବା ଇ-କମର୍ସ (ଅନଲାଇନ୍ କ୍ରୟ) ରେ ସାମଗ୍ରୀ ଏବଂ ସେବା କ୍ରୟ ପାଇଁ ବ୍ୟବହାର କରାଯାଇପାରିବ | ସେଗୁଡିକ ଘରୋଇ ଭାବରେ ବ୍ୟବହୃତ ହୋଇପାରେ, ଯଦି କାର୍ଡ ଧାରକ ଦ୍ୱାରା ଅନୁରୋଧ କରାଯାଏ ତେବେ ଆନ୍ତର୍ଜାତୀୟ ବ୍ୟବହାର ମଧ୍ୟ ଅନୁମତିପ୍ରାପ୍ତ | ନିର୍ଦ୍ଦିଷ୍ଟ ସୀମା ଏବଂ ସର୍ତ୍ତ ଅନୁଯାୟୀ ଘରୋଇ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ପାଇଁ ସେଗୁଡିକ ମଧ୍ୟ ବ୍ୟବହାର କରାଯାଇପାରିବ |</p>""]"
"ଟ୍ରିକଲ୍ ଫି କ’ଣ?","[""<p>ଆକାଉଣ୍ଟଧାରୀଙ୍କଠାରୁ ଟ୍ରିକ୍ ଫି ସଂଗ୍ରହ କରାଯାଏ, ଯେଉଁମାନେ ଚାହାଁନ୍ତି ଯେ ସେମାନଙ୍କ ଆକାଉଣ୍ଟରେ ଅଧିକ ସଂଖ୍ୟକ କାରବାର (20 ରୁ ଅଧିକ କୁହନ୍ତୁ) ପାଇଁ ଡେବିଟ୍ ଏବଂ କ୍ରେଡିଟ୍ କରାଯାଉ | ଅଧିକ ସଂକ୍ରମଣ ପାଇଁ ଆପଣ ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ସହିତ ମଧ୍ୟ ସଂଯୋଗ କରିପାରିବେ | <br> ଦୟାକରି ଆପଣଙ୍କର ବ୍ୟାଙ୍କ ନାମ କୁହନ୍ତୁ |</p>""]"
